survida,survidn,survproglab,survprogname,sampframe,wbid,unid,unidyear,wbidyear,year,wave,survversion,RegionUN,sampsize,Region5,Region6,Region7,Region10,continent,module,collectmode,collectlanguage,collectdates,weight,public,longitudinal,oldsurvid,popage,designeffect,marginerror,exclusion,nationalsurvey,resprate,founder,survecat,status,type,globbaro,active,progparent,oversampl,proglab,startyear,founder2,country
LVA200241,428200241,ISSP,International Social Survey,Latvia,LVA,Latvia,4282002,LVA2002,2002,18,1,Northern Europe,1000,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,Family and Changing Gender Roles III,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Latvia
LVA200141,428200141,ISSP,International Social Survey,Latvia,LVA,Latvia,4282001,LVA2001,2001,17,1,Northern Europe,1000,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,Social Networks II,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Latvia
LVA200320051,428200320051,CCEB,Candidate Countries Eurobarometer,Latvia,LVA,Latvia,4282003,LVA2003,2003,0,1,Northern Europe,795,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Latvia
LVA201411,428201411,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282014,LVA2014,2014,82,1,Northern Europe,1048,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA201415,428201415,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282014,LVA2014,2014,81,5,Northern Europe,1016,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA201311,428201311,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282013,LVA2013,2013,79,1,Northern Europe,1005,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA201014,428201014,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282010,LVA2010,2010,73,4,Northern Europe,1005,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA199641,428199641,ISSP,International Social Survey,Latvia,LVA,Latvia,4281996,LVA1996,1996,12,1,Northern Europe,1505,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,Role of Government III,,,,,public,1,,,,,,Baltic Data House Monthly Omnibus Survey ,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Latvia
LVA201214,428201214,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282012,LVA2012,2012,78,4,Northern Europe,1022,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA201116,428201116,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282011,LVA2011,2011,76,6,Northern Europe,1032,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA201018,428201018,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282010,LVA2010,2010,74,8,Northern Europe,1003,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA1996141,4281996141,CEEB,Central & Eastern Eurobarometer,Latvia,LVA,Latvia,4281996,LVA1996,1996,7,1,Northern Europe,1017,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Latvia
LVA201418,428201418,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282014,LVA2014,2014,81,8,Northern Europe,1012,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA200320056,428200320056,CCEB,Candidate Countries Eurobarometer,Latvia,LVA,Latvia,4282003,LVA2003,2003,4,6,Northern Europe,1001,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Latvia
LVA200715,428200715,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282007,LVA2007,2007,68,5,Northern Europe,1009,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA200320052,428200320052,CCEB,Candidate Countries Eurobarometer,Latvia,LVA,Latvia,4282003,LVA2003,2003,3,2,Northern Europe,1004,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Latvia
LVA200713,428200713,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282007,LVA2007,2007,68,3,Northern Europe,1006,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA2001181,4282001181,NEB,New Europe Barometer,Latvia,LVA,Latvia,4282001,LVA2001,2001,11,1,Northern Europe,1001,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,New Europe Barometer,,NEB,1991,Member country after program founding,Latvia
LVA200513,428200513,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282005,LVA2005,2005,64,3,Northern Europe,1049,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA1996181,4281996181,NEB,New Europe Barometer,Latvia,LVA,Latvia,4281996,LVA1996,1996,6,1,Northern Europe,952,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,New Europe Barometer,,NEB,1991,Member country after program founding,Latvia
LVA200341,428200341,ISSP,International Social Survey,Latvia,LVA,Latvia,4282003,LVA2003,2003,19,1,Northern Europe,1000,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,National Identity II,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Latvia
LVA201312,428201312,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282013,LVA2013,2013,79,2,Northern Europe,1006,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA201115,428201115,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282011,LVA2011,2011,76,5,Northern Europe,1009,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA200614,428200614,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282006,LVA2006,2006,65,4,Northern Europe,1016,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA201412,428201412,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282014,LVA2014,2014,82,2,Northern Europe,1011,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA201112,428201112,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282011,LVA2011,2011,75,2,Northern Europe,1007,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA201371,428201371,VOTP,Voice of the People,Latvia,LVA,Latvia,4282013,LVA2013,2013,10,1,Northern Europe,1005,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,Online,,,,public,1,35,18-74,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Latvia
LVA200120051,428200120051,CCEB,Candidate Countries Eurobarometer,Latvia,LVA,Latvia,4282001,LVA2001,2001,1,1,Northern Europe,1004,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Latvia
LVA200915,428200915,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282009,LVA2009,2009,71,5,Northern Europe,1008,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA1995141,4281995141,CEEB,Central & Eastern Eurobarometer,Latvia,LVA,Latvia,4281995,LVA1995,1995,6,1,Northern Europe,1094,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Latvia
LVA200220052,428200220052,CCEB,Candidate Countries Eurobarometer,Latvia,LVA,Latvia,4282002,LVA2002,2002,3,2,Northern Europe,1005,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Latvia
LVA200515,428200515,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282005,LVA2005,2005,63,5,Northern Europe,1034,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA201215,428201215,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282012,LVA2012,2012,78,5,Northern Europe,1011,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LVA200320054,428200320054,CCEB,Candidate Countries Eurobarometer,Latvia,LVA,Latvia,4282003,LVA2003,2003,1,4,Northern Europe,1002,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Latvia
LVA2006111,4282006111,GWP,Gallup World Poll,Latvia,LVA,Latvia,4282006,LVA2006,2006,1,1,Northern Europe,1000,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,Face To Face,"Latvian, Russian",,,private,1,,,1.03,3.1,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Latvia
LVA1994141,4281994141,CEEB,Central & Eastern Eurobarometer,Latvia,LVA,Latvia,4281994,LVA1994,1994,5,1,Northern Europe,1000,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Global Barometer,,CEEB,1990,Member country after program founding,Latvia
LVA200741,428200741,ISSP,International Social Survey,Latvia,LVA,Latvia,4282007,LVA2007,2007,23,1,Northern Europe,1069,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,Leisure Time and Sports I,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Latvia
LVA201416,428201416,EUROB,Eurobarometer,Latvia,LVA,Latvia,4282014,LVA2014,2014,82,6,Northern Europe,1003,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Latvia
LBR2011111,4302011111,GWP,Gallup World Poll,Liberia,LBR,Liberia,4302011,LBR2011,2011,6,1,Western Africa,1000,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,Face To Face,"English, Pidgin English",,,private,1,,,1.66,4,The sample has a larger-than- expected proportion of respondents who report completing secondary education when compared with the data used for post-stratification weighting.d,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Liberia
LBR2010111,4302010111,GWP,Gallup World Poll,Liberia,LBR,Liberia,4302010,LBR2010,2010,5,1,Western Africa,1000,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,Face To Face,"English, Pidgin English",,,private,1,,,1.42,3.7,,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Liberia
LBR2008111,4302008111,GWP,Gallup World Poll,Liberia,LBR,Liberia,4302008,LBR2008,2008,3,1,Western Africa,1000,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,Face To Face,"English, Pidgin English",,,private,1,,,3.02,5.4,,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Liberia
LBR2013111,4302013111,GWP,Gallup World Poll,Liberia,LBR,Liberia,4302013,LBR2013,2013,8,1,Western Africa,1000,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,Face To Face,"English, Pidgin English",,,private,1,,,1.44,3.7,Stratification by geography began in 2013.,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Liberia
LBR200861,430200861,AFROB,Afrobarometer,Liberia,LBR,Liberia,4302008,LBR2008,2008,4,1,Western Africa,1200,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,1,1,Global Barometer,,AFROB,1999,Member country after program founding,Liberia
LBR201261,430201261,AFROB,Afrobarometer,Liberia,LBR,Liberia,4302012,LBR2012,2012,5,1,Western Africa,1200,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,1,1,Global Barometer,,AFROB,1999,Member country after program founding,Liberia
LBR198620161,430198620161,DHS,Demographic and Health Surveys,Liberia,LBR,Liberia,4301986,LBR1986,1986,,1,Western Africa,,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,,,,,public,1,,,,,,,,Member country at program founding,Demographic & Health survey,Completed,Standard DHS,0,1,Demographic and Health Surveys,,DHS,1985,Member country after program founding,Liberia
LBR2007111,4302007111,GWP,Gallup World Poll,Liberia,LBR,Liberia,4302007,LBR2007,2007,2,1,Western Africa,1000,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,Face To Face,"English, Pidgin English",,,private,1,,,1.2,3.4,,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Liberia
LBR2014111,4302014111,GWP,Gallup World Poll,Liberia,LBR,Liberia,4302014,LBR2014,2014,9,1,Western Africa,1000,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,Face To Face,"English, Pidgin English",,,private,1,,,1.36,3.6,,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Liberia
LBR200720161,430200720161,DHS,Demographic and Health Surveys,Liberia,LBR,Liberia,4302007,LBR2007,2007,,1,Western Africa,,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,,,,,public,1,,,,,,,,Member country after program founding,Demographic & Health survey,Completed,Standard DHS,0,1,Demographic and Health Surveys,,DHS,1985,Member country after program founding,Liberia
LBR201320161,430201320161,DHS,Demographic and Health Surveys,Liberia,LBR,Liberia,4302013,LBR2013,2013,,1,Western Africa,,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,,,,,public,1,,,,,,,,Member country after program founding,Demographic & Health survey,Completed,Standard DHS,0,1,Demographic and Health Surveys,,DHS,1985,Member country after program founding,Liberia
LBY201431,434201431,WVS,World Values Survey,Libya,LBY,Libya,4342014,LBY2014,2014,6,1,Northern Africa,2131,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,,WVS,1981,Member country after program founding,Libya
LBY2012312,4342012312,EUNB,EU Neighbourhood Barometer,Libya,LBY,Libya,4342012,LBY2012,2012,2,2,Northern Africa,1012,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,EU Neighbourhood Barometer,,EUNB,2012,Member country after program founding,Libya
LBY2012111,4342012111,GWP,Gallup World Poll,Libya,LBY,Libya,4342012,LBY2012,2012,7,1,Northern Africa,1002,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,Face To Face,Arabic,,,private,1,,,1.15,3.3,"The following areas were excluded for security reasons: Surt, Al-Jabal Al-Gharbi, Al-Jufrah, An-Nuqat al- Khams, Ghat, Marzuq, Nalut, Wadi al_Hayat, Wadi ash-Shati, Sabha.
Excluded areas represent approximately 20% of the population. With increased coverage, results should not be compared with previous administrations.",,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Libya
LBY2014121,4342014121,ARABB,Arabbarometer,Libya,LBY,Libya,4342014,LBY2014,2014,3,1,Northern Africa,1247,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,1,1,Global Barometer,,ARABB,2006,Member country after program founding,Libya
LBY2012311,4342012311,EUNB,EU Neighbourhood Barometer,Libya,LBY,Libya,4342012,LBY2012,2012,1,1,Northern Africa,1001,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,EU Neighbourhood Barometer,,EUNB,2012,Member country after program founding,Libya
LBY2013312,4342013312,EUNB,EU Neighbourhood Barometer,Libya,LBY,Libya,4342013,LBY2013,2013,4,2,Northern Africa,1001,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,EU Neighbourhood Barometer,,EUNB,2012,Member country after program founding,Libya
LBY2013311,4342013311,EUNB,EU Neighbourhood Barometer,Libya,LBY,Libya,4342013,LBY2013,2013,3,1,Northern Africa,1014,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,1,EU Neighbourhood Barometer,,EUNB,2012,Member country after program founding,Libya
LTU200813,440200813,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402008,LTU2008,2008,70,3,Northern Europe,1011,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU2004181,4402004181,NEB,New Europe Barometer,Lithuania,LTU,Lithuania,4402004,LTU2004,2004,14,1,Northern Europe,1113,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,New Europe Barometer,,NEB,1991,Member country after program founding,Lithuania
LTU201412,440201412,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402014,LTU2014,2014,81,2,Northern Europe,1022,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201271,440201271,VOTP,Voice of the People,Lithuania,LTU,Lithuania,4402012,LTU2012,2012,9,1,Northern Europe,2015,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,Face To Face,,,,public,1,31,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Lithuania
LTU201411,440201411,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402014,LTU2014,2014,81,1,Northern Europe,1013,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201018,440201018,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402010,LTU2010,2010,73,8,Northern Europe,1016,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201113,440201113,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402011,LTU2011,2011,76,3,Northern Europe,1026,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200811,440200811,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402008,LTU2008,2008,69,1,Northern Europe,1009,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201118,440201118,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402011,LTU2011,2011,75,8,Northern Europe,1026,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU199921,440199921,EVS,European Values Study,Lithuania,LTU,Lithuania,4401999,LTU1999,1999,3,1,Northern Europe,1018,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,yes,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,National / Integration / Cumulation,EVS,1981,Member country after program founding,Lithuania
LTU200420051,440200420051,CCEB,Candidate Countries Eurobarometer,Lithuania,LTU,Lithuania,4402004,LTU2004,2004,1,1,Northern Europe,1016,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Lithuania
LTU201317,440201317,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402013,LTU2013,2013,79,7,Northern Europe,1027,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200514,440200514,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402005,LTU2005,2005,63,4,Northern Europe,1003,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201015,440201015,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402010,LTU2010,2010,73,5,Northern Europe,1019,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201215,440201215,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402012,LTU2012,2012,77,5,Northern Europe,1019,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU2013111,4402013111,GWP,Gallup World Poll,Lithuania,LTU,Lithuania,4402013,LTU2013,2013,8,1,Northern Europe,1000,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,Face To Face,Lithuanian,,,private,1,,,1.3,3.5,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Lithuania
LTU201112,440201112,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402011,LTU2011,2011,75,2,Northern Europe,1029,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201418,440201418,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402014,LTU2014,2014,82,8,Northern Europe,1007,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200914,440200914,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402009,LTU2009,2009,72,4,Northern Europe,1026,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU201211,440201211,EUROB,Eurobarometer,Lithuania,LTU,Lithuania,4402012,LTU2012,2012,77,1,Northern Europe,1028,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Lithuania
LTU200320053,440200320053,CCEB,Candidate Countries Eurobarometer,Lithuania,LTU,Lithuania,4402003,LTU2003,2003,0,3,Northern Europe,817,NW European Ancestry,NW European Ancestry,NM European Ancestry,NW European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country at program founding,Social survey,,,0,0,Candidate Countries Eurobarometer,,CCEB,2001,Member country after program founding,Lithuania
